application_status,license_type,APPLICATION_CLASSIFICATION,APPLICATION_CLASSIFICATION - Split 1,APPLICATION_CLASSIFICATION - Split 2,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_COUNTY,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,CCCUpdateDate
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC281264,"The Green Harbor Dispensary, LLC",Middleborough,MA,02346,41.855369,-70.866257,29 Abbey Lane,,Middleborough,MA,02346,POINT (-70.818958 41.978877),POINT (-70.866257 41.8553690),29 Abbey Lane,,Middleborough,MA,02346,82-5108074,MCN281264,Wed Sep 09 2020 08:59:35 GMT-0400 (Eastern Daylight Time),Mon Apr 13 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Dec 17 2020 12:50:43 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201920,RP201920,Minority-Owned Business,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Wed Apr 18 2018 16:27:58 GMT-0400 (Eastern Daylight Time),Thu Sep 17 2020 10:00:19 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:25:30 GMT-0500 (Eastern Standard Time),Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 21 2023 03:00:00 GMT-0500 (Eastern Standard Time),29 Abbey Ln,N/A,Plymouth County,400,2500,02346,Middleboro,Plymouth,41.978877,-70.818958,,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,2/4/2021,COMPLETE,MR282516,Nova Farms LLC,Framingham,MA,01701,42.299387,-71.443947,34 Extension Street,,Attleboro,MA,02703,POINT (-71.275566 42.459085),POINT (-71.443946 42.2993870),34 Extension Street,,Attleboro,MA,02703,82-4930709,MRN282516,Thu Jun 11 2020 10:42:10 GMT-0400 (Eastern Daylight Time),Thu Feb 20 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Sep 10 2020 17:04:35 GMT-0400 (Eastern Daylight Time),True,no,,,,,APPROVED,RP201852,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 24 2019 14:10:19 GMT-0400 (Eastern Daylight Time),Fri Jun 12 2020 10:40:30 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:24:00 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1137 Worcester Rd,N/A,Middlesex County,300,10000,01701,Framingham,Middlesex,42.459085,-71.275566,Central MA,9/5/2023
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,COMMENCE OPS,8/31/2020,COMPLETE,MR282825,"BWell Holdings, Inc",Provincetown,MA,02657,42.049778,-70.188791,220 Commercial St,Unit 2,Provincetown,MA,02657,POINT (-70.301811 41.698999),POINT (-70.188790 42.0497780),336 Commercial St,Unit 5,Provincetown,MA,02657,83-4427456,MRN282825,Tue Feb 04 2020 14:17:46 GMT-0500 (Eastern Standard Time),Thu Jan 02 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:52:54 GMT-0400 (Eastern Daylight Time),,,,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business | Veteran-Owned Business | Woman-Owned Business",,,Thu Aug 06 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 01 2019 14:32:42 GMT-0400 (Eastern Daylight Time),Wed Feb 12 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:04:16 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),220 Commercial St,Unit 2,Barnstable County,300,10000,02657,Provincetown,Barnstable,41.698999,-70.301811,Southeast and Cape,9/5/2023
APPROVED,Marijuana Microbusiness,Expedited Review - License Type,Expedited,License Type,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MB282384,Upper Echelon Cultivation LLC,Holyoke,MA,01040,42.198607,-72.609389,460 Race St,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.609388 42.1986070),131 Kerry Dr.,,Springfield,MA,01118,00-1549133,MBN282384,Wed May 04 2022 16:29:47 GMT-0400 (Eastern Daylight Time),Thu Mar 24 2022 16:07:12 GMT-0400 (Eastern Daylight Time),Thu Jul 21 2022 21:57:05 GMT-0400 (Eastern Daylight Time),,yes,SE305726,,,,,,,Woman-Owned Business | Minority-Owned Business,,,,Tue Feb 01 2022 17:16:54 GMT-0500 (Eastern Standard Time),Fri May 06 2022 07:41:26 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 11:56:49 GMT-0400 (Eastern Daylight Time),Thu Jul 21 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jul 21 2023 04:00:00 GMT-0400 (Eastern Daylight Time),420 Race St,N/A,Hampden County,,2812.5,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,9/5/2023
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282276,"Salty Farmers, LLC",Eastham,MA,02651,41.853379,-69.982483,120 Holmes Street,,Eastham,MA,02651,POINT (-70.301811 41.698999),POINT (-69.982483 41.8533789),PO Box 726,,North Truro,MA,02652,82-1492906,MCN282276,Mon May 18 2020 20:25:33 GMT-0400 (Eastern Daylight Time),Mon Feb 10 2020 00:00:00 GMT-0500 (Eastern Standard Time),Tue Jul 14 2020 13:15:27 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",,Tue Jul 16 2019 16:55:26 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 14:09:40 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:41:30 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jul 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),120 Holmes Rd,N/A,Barnstable County,200,1250,02651,North Eastham,Barnstable,41.698999,-70.301811,,9/5/2023
APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,8/23/2019,COMPLETE,MP281508,"Commcan, Inc.",Medway,MA,02053,42.158903,-71.395548,2 Marc Road,,Medway,MA,02053,POINT (-71.15444 42.199156),POINT (-71.395548 42.1589030),730 Main Street Suite 2A,,Millis,MA,02054,47-4619040,MPN281508,Mon Nov 19 2018 18:06:56 GMT-0500 (Eastern Standard Time),Tue Nov 06 2018 00:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 29 2019 13:05:13 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201907,RPA201907,Not a DBE,,,Thu Apr 25 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 11 2018 13:35:59 GMT-0400 (Eastern Daylight Time),Mon Nov 26 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 24 2019 15:54:58 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Mar 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),2 Marc Rd,N/A,Norfolk County,300,5000,02053,Medway,Norfolk,42.199156,-71.15444,Central MA,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,5/15/2023,COMPLETE,MR281663,Witch City Gardens LLC,Salem,MA,01970,42.536549,-70.887166,36-38 Jefferson Ave,,Salem,MA,01970,POINT (-70.970827 42.635475),POINT (-70.887165 42.5365490),36-38 Jefferson Ave,,Salem,MA,01970,83-1048561,MRN281663,Mon Mar 16 2020 14:35:38 GMT-0400 (Eastern Daylight Time),Fri Sep 06 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Not a DBE,,,Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 27 2018 18:10:46 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:41:09 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),2 Bridge St,N/A,Essex County,300,10000,01970,Salem,Essex,42.635475,-70.970827,Northeast,9/5/2023
APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,4/19/2019,COMPLETE,MP281381,"Garden Remedies, Inc.",Fitchburg,MA,01420,42.561681,-71.769569,307 Airport Road,,Fitchburg,MA,01420,POINT (-71.840209 42.329642),POINT (-71.769569 42.561681),307 Airport Road,,Fitchburg,MA,01420,46-3326321,MPN281381,Fri Nov 02 2018 14:53:21 GMT-0400 (Eastern Daylight Time),Mon Oct 01 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Dec 17 2018 16:32:42 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201820,RPA201820,Not a DBE,,,Thu Mar 07 2019 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jun 05 2018 11:51:35 GMT-0400 (Eastern Daylight Time),Fri Nov 23 2018 00:00:00 GMT-0500 (Eastern Standard Time),Fri Dec 14 2018 11:55:50 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 22 2024 03:00:00 GMT-0500 (Eastern Standard Time),307 Airport Rd,N/A,Worcester County,300,5000,01420,Fitchburg,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281543,4bros Inc,Holyoke,MA,01040,42.192198,-72.617037,630 Beaulieu Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.617036 42.1921979),630 Beaulieu Street,,Holuoke,MA,01040,82-2287373,MPN281543,Tue Sep 15 2020 13:07:31 GMT-0400 (Eastern Daylight Time),Tue Jan 07 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Minority-Owned Business | Not a DBE,,,,Mon Nov 26 2018 09:58:38 GMT-0500 (Eastern Standard Time),Thu Sep 17 2020 10:53:25 GMT-0400 (Eastern Daylight Time),Tue Jan 05 2021 16:09:50 GMT-0500 (Eastern Standard Time),Fri Jul 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Nov 14 2022 03:00:00 GMT-0500 (Eastern Standard Time),630 Beaulieu St,N/A,Hampden County,300,10000,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,9/5/2023
APPROVED,Marijuana Delivery Operator,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,COMMENCE OPS,COMMENCE OPS,4/14/2022,COMPLETE,MD1270,TSC Delivery LLC,Hudson,,01749,,,25 Harriman Rd,,Hudson,MA,01749,POINT (-71.275566 42.459085),,25 Harriman Rd,,Hudson,MA,01749,85-1899227,MDA1270,Tue Sep 28 2021 12:57:20 GMT-0400 (Eastern Daylight Time),Thu Sep 02 2021 10:34:45 GMT-0400 (Eastern Daylight Time),,,,SE303732,,,,,,,Not a DBE,,,Thu Mar 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jul 28 2021 10:25:14 GMT-0400 (Eastern Daylight Time),Tue Oct 05 2021 14:57:24 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:36:21 GMT-0500 (Eastern Standard Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Nov 18 2023 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,01749,Hudson,Middlesex,42.459085,-71.275566,Central MA,8/14/2023
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MR281374,"KG Collective Brockton, LLC",Brockton,MA,02302,42.080734,-70.981833,1536 Tremont Street,,Boston,MA,02120,POINT (-70.818958 41.978877),POINT (-70.981832 42.080734),1536 Tremont Street,,Boston,MA,02120,84-2651712,MRN281374,Thu Aug 05 2021 21:14:32 GMT-0400 (Eastern Daylight Time),Tue Dec 31 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,yes,EE201965,APPROVED,EE201965,EE201965,,,,Not a DBE,,,Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 02 2018 22:52:36 GMT-0400 (Eastern Daylight Time),Tue Aug 17 2021 13:47:28 GMT-0400 (Eastern Daylight Time),Thu Oct 14 2021 13:10:36 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 23 2023 03:00:00 GMT-0500 (Eastern Standard Time),912 Crescent St,N/A,Plymouth County,,5000,02302,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,9/5/2023
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MP282045,Baked Beans Farm LLC,Beverly,MA,01915,42.581954,-70.906016,150 Sam Fonzo Drive,,Beverly,MA,01915,POINT (-70.970827 42.635475),POINT (-70.906015 42.5819540),865 E 1st St,,South Boston,MA,02127,85-1443035,MPN282045,Thu Feb 10 2022 13:15:25 GMT-0500 (Eastern Standard Time),Thu Dec 16 2021 13:24:53 GMT-0500 (Eastern Standard Time),Thu Jun 16 2022 16:32:08 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Not a DBE,,,Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Mar 02 2021 09:19:51 GMT-0500 (Eastern Standard Time),Fri Feb 11 2022 09:30:49 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 12:45:35 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jun 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),150 Sam Fonzo Dr,N/A,Essex County,1500,10000,01915,Beverly,Essex,42.635475,-70.970827,Northeast,9/5/2023
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD6067,"THConnect, LLC dba ""Houz of Diesel""",N/A,,N/A,,,141 MORAINE ST,,BROCKTON,MA,02301,,,141 MORAINE ST,,Brockton,MA,02301,88-0996525,PMDA6067,Tue May 23 2023 14:31:19 GMT-0400 (Eastern Daylight Time),Wed May 03 2023 10:32:40 GMT-0400 (Eastern Daylight Time),,,,SE303704,,,,,,,Not a DBE,,,,Mon May 01 2023 09:29:20 GMT-0400 (Eastern Daylight Time),Fri Jun 09 2023 13:49:18 GMT-0400 (Eastern Daylight Time),Fri Jul 28 2023 13:41:29 GMT-0400 (Eastern Daylight Time),Fri Jul 28 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 28 2025 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023
APPROVED,Marijuana Transporter with Other Existing ME License,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MX281410,Meed Cannabis LLC,Great Barrington,MA,01230,42.168603,-73.364302,964 Main Street,,Great Barrington,MA,01230,POINT (-73.209889 42.396128),POINT (-73.364301 42.1686029),"831 Beacon Street, #271",,Newton Center,MA,02459,87-1159574,MXN281410,Thu Sep 22 2022 09:18:37 GMT-0400 (Eastern Daylight Time),Thu Jun 23 2022 10:48:03 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,,,,Mon May 16 2022 15:44:10 GMT-0400 (Eastern Daylight Time),Fri Oct 07 2022 11:47:29 GMT-0400 (Eastern Daylight Time),Thu Dec 08 2022 14:44:58 GMT-0500 (Eastern Standard Time),,,964 Main St,Parcel B,Berkshire County,1000,5000,01230,Great Barrington,Berkshire,42.396128,-73.209889,Western MA,9/5/2023
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282622,"Columbia Growth, Inc.",Lee,MA,01238,42.316279,-73.2471,157 Columbia Street,,Lee,MA,01238,POINT (-73.209889 42.396128),POINT (-73.247100 42.3162790),157 Columbia Street,,Lee,MA,01238,84-3035367,MCN282622,Tue Aug 04 2020 14:02:39 GMT-0400 (Eastern Daylight Time),Tue Apr 21 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Not a DBE,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,Fri Jan 31 2020 12:44:19 GMT-0500 (Eastern Standard Time),Fri Aug 14 2020 07:26:45 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 12:45:04 GMT-0400 (Eastern Daylight Time),Mon Jun 28 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jun 28 2022 04:00:00 GMT-0400 (Eastern Daylight Time),157 Columbia St,N/A,Berkshire County,2000,50000,01238,Lee,Berkshire,42.396128,-73.209889,Western MA,9/5/2023
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283450,"Hydro Flower, LLC",Montague,MA,01376,42.608561,-72.560076,36 Canal Road,,Turners Falls,MA,01376,POINT (-72.573941 42.587072),POINT (-72.560075 42.6085610),36 Canal Road,,Turners Falls,MA,01376,86-2179786,MCN283450,Tue Apr 13 2021 06:50:56 GMT-0400 (Eastern Daylight Time),Thu Apr 08 2021 11:59:08 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,Wed Mar 24 2021 13:17:30 GMT-0400 (Eastern Daylight Time),Fri Apr 30 2021 09:31:45 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 11:03:37 GMT-0400 (Eastern Daylight Time),,,36 Canal St,N/A,Franklin County,2000,,01376,Turners Falls,Franklin,42.587072,-72.573941,,9/5/2023
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281975,Green Highland LLC,Holyoke,MA,01040,42.209551,-72.599465,26 Hadley Mill Road,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.599464 42.2095509),81 Sea St,,Quincy,MA,02169,85-2890167,MPN281975,Tue Apr 20 2021 18:25:47 GMT-0400 (Eastern Daylight Time),Mon Dec 07 2020 11:37:54 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Not a DBE,,,,Thu Nov 12 2020 04:02:02 GMT-0500 (Eastern Standard Time),Mon May 03 2021 09:50:41 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:34:18 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 15 2023 03:00:00 GMT-0500 (Eastern Standard Time),26 Hadley Mills Rd,N/A,Hampden County,1500,10000,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,9/5/2023
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,11/5/2021,COMPLETE,MC281292,The Headyco LLC,Gardner,MA,01440,42.564467,-71.952835,177 Huntington Ave STE 1703,#23871,Boston,MA,02115,POINT (-71.840209 42.329642),POINT (-71.952834 42.564467),7 Primrose Cir,,Saratoga Springs,NY,12866,82-5283355,MCN281292,Fri Jan 03 2020 13:49:18 GMT-0500 (Eastern Standard Time),Thu Aug 02 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 21:24:15 GMT-0500 (Eastern Standard Time),,,,,,,,,,Woman-Owned Business,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 23 2018 19:14:53 GMT-0400 (Eastern Daylight Time),Fri Nov 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 15:42:09 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Mar 11 2024 04:00:00 GMT-0400 (Eastern Daylight Time),4 Lachance St,N/A,Worcester County,400,2500,01440,Gardner,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Marijuana Delivery Operator Pre-Certification,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5805,"Bud Bus, Inc.",N/A,,N/A,,,24 William Way,,Bellingham,MA,02019,,,985 Plain St,,Marshfield,MA,02050,87-1064605,PMDA5805,Fri Jul 02 2021 14:38:49 GMT-0400 (Eastern Daylight Time),Wed Jun 23 2021 10:40:51 GMT-0400 (Eastern Daylight Time),,,,EE201961,,,,,,,Not a DBE,,,,Fri May 28 2021 10:36:00 GMT-0400 (Eastern Daylight Time),Mon Jul 12 2021 11:52:31 GMT-0400 (Eastern Daylight Time),Mon Jul 12 2021 11:52:41 GMT-0400 (Eastern Daylight Time),Mon Jul 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,7/5/2023,COMPLETE,MR284668,Himalayan High,Becket,MA,01223,42.263815,-73.134801,2727 Jacobs Ladder Road,,Becket,MA,01223,POINT (-73.209889 42.396128),POINT (-73.134800 42.2638150),215A Chaplin Rd.,,Eastford,CT,06242,88-2973141,MRN284668,Fri Jan 06 2023 11:17:12 GMT-0500 (Eastern Standard Time),Thu Jun 23 2022 08:34:32 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,,,Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri May 27 2022 10:18:05 GMT-0400 (Eastern Daylight Time),Fri Jan 06 2023 12:20:58 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 12:41:44 GMT-0500 (Eastern Standard Time),Mon Mar 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Mar 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),2727 Jacobs Ladder Rd,N/A,Berkshire County,1500,10000,01223,Becket,Berkshire,42.396128,-73.209889,Western MA,9/5/2023
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR281304,NashMac LLC,Abington,MA,02351,42.140123,-70.946059,654 Washington Street,,Braintree,MA,02184,POINT (-70.818958 41.978877),POINT (-70.946059 42.1401230),"654 Washington Street, Ste. 100",,Braintree,MA,02184,82-5195312,MRN281304,Sun Nov 06 2022 22:19:56 GMT-0500 (Eastern Standard Time),Tue Dec 07 2021 09:44:29 GMT-0500 (Eastern Standard Time),,True,yes,EE202159,APPROVED,EE202159,EE202159,,,,Not a DBE,,,,Mon Apr 23 2018 21:26:25 GMT-0400 (Eastern Daylight Time),Tue May 23 2023 16:34:15 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 11:36:46 GMT-0400 (Eastern Daylight Time),Wed Jun 28 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 28 2024 04:00:00 GMT-0400 (Eastern Daylight Time),678 Adams St,N/A,Plymouth County,,5000,02351,Abington,Plymouth,41.978877,-70.818958,Southeast and Cape,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,3/17/2021,COMPLETE,MR282633,"United Cultivation, LLC",Ashby,MA,01431,42.647984,-71.791635,601-603 Fitchburg State Road,,Ashby,MA,01431,POINT (-71.275566 42.459085),POINT (-71.791634 42.6479840),PO Box 966,,Groton,MA,01450,83-2715774,MRN282633,Sun Dec 29 2019 19:54:43 GMT-0500 (Eastern Standard Time),Thu Nov 07 2019 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Not a DBE,,,Thu Feb 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 23 2019 18:09:55 GMT-0400 (Eastern Daylight Time),Mon Jan 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:26:26 GMT-0500 (Eastern Standard Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 26 2024 04:00:00 GMT-0400 (Eastern Daylight Time),603 Fitchburg State Rd,N/A,Middlesex County,300,10000,01431,Ashby,Middlesex,42.459085,-71.275566,Central MA,9/5/2023
APPROVED,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282240,Motah 420 LLC,Adams,MA,01220,42.637327,-73.112068,6 RENFREW ST,,ADAMS,MA,01220,POINT (-73.209889 42.396128),POINT (-73.112067 42.6373269),6 RENFREW ST,,ADAMS,MA,01220,88-1082028,MPN282240,Fri Jan 06 2023 11:45:23 GMT-0500 (Eastern Standard Time),Thu Nov 17 2022 13:32:24 GMT-0500 (Eastern Standard Time),,,yes,SE305091,,,,,,,Not a DBE,,,,Thu Oct 20 2022 13:57:37 GMT-0400 (Eastern Daylight Time),Fri Jan 06 2023 11:56:08 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 12:46:12 GMT-0500 (Eastern Standard Time),,,6 Renfrew St,N/A,Berkshire County,,,01220,Adams,Berkshire,42.396128,-73.209889,Western MA,9/5/2023
